,rows,columns,rho,N,l,allocation,T,gdf_points_sample,needed_sample,T/(rows*columns),RA/(rows*columns)
535,15,15,0.9,150000,15,proportional,25,"             0                    geometry  comuna    values   sigma_i  region
29244    29244   POINT (90.64654 10.98320)       0  2.199746  1.670676      16
119642  119642   POINT (84.40873 48.26462)       0  2.199746  1.670676      16
146958  146958  POINT (100.99456 26.19758)       0  2.199746  1.670676      16
73191    73191   POINT (72.87802 51.14967)       0  2.199746  1.670676      16
72460    72460  POINT (109.49353 35.81252)       0  2.199746  1.670676      16
...        ...                         ...     ...       ...       ...     ...
134005  134005   POINT (41.23405 31.92186)      14  1.181371  1.229828       1
86316    86316   POINT (77.47937 11.14954)      14  1.181371  1.229828       1
45209    45209   POINT (40.74808 37.24115)      14  1.181371  1.229828       1
136221  136221   POINT (50.34903 48.02318)      14  1.181371  1.229828       1
52613    52613   POINT (51.43106 43.70112)      14  1.181371  1.229828       1

[799 rows x 6 columns]","[42.0, 25.0, 24.0, 15.0, 22.0, 17.0, 16.0, 19.0, 27.0, 13.0, 14.0, 25.0, 16.0, 32.0, 24.0, 15.0, 24.0, 22.0, 14.0, 21.0, 18.0, 15.0, 15.0, 24.0, 19.0]",0.1111111111111111,0.1111111111111111
536,15,15,0.9,150000,15,proportional,30,"             0                   geometry  comuna    values   sigma_i  region
369        369  POINT (78.97148 58.93591)       0  1.936848  1.121447       0
120396  120396  POINT (71.55351 41.61365)       0  1.936848  1.121447       0
145995  145995  POINT (98.15447 23.16874)       0  1.936848  1.121447       0
34832    34832  POINT (80.81466 27.21438)       0  1.936848  1.121447       0
112229  112229  POINT (86.07653 13.77413)       0  1.936848  1.121447       0
...        ...                        ...     ...       ...       ...     ...
53344    53344  POINT (69.70919 30.09900)      14  2.219569  1.762305       6
70089    70089  POINT (65.84827 26.00432)      14  2.219569  1.762305       6
116171  116171  POINT (53.92824 18.02383)      14  2.219569  1.762305       6
86548    86548  POINT (74.93646 12.98468)      14  2.219569  1.762305       6
197        197  POINT (66.36756 38.72028)      14  2.219569  1.762305       6

[985 rows x 6 columns]","[32.0, 22.0, 19.0, 22.0, 35.0, 31.0, 35.0, 18.0, 21.0, 19.0, 34.0, 27.0, 30.0, 21.0, 21.0, 32.0, 32.0, 22.0, 37.0, 23.0, 29.0, 20.0, 23.0, 27.0, 20.0]",0.13333333333333333,0.1111111111111111
537,15,15,0.9,150000,15,proportional,50,"             0                   geometry  comuna    values   sigma_i  region
5406      5406  POINT (84.41938 37.46044)       0 -0.985260  1.550644      15
109718  109718  POINT (87.43694 42.53782)       0 -0.985260  1.550644      15
54076    54076  POINT (90.98488 36.62111)       0 -0.985260  1.550644      15
44297    44297  POINT (78.07513 59.96092)       0 -0.985260  1.550644      15
83292    83292  POINT (70.21756 39.75470)       0 -0.985260  1.550644      15
...        ...                        ...     ...       ...       ...     ...
102735  102735  POINT (41.11574 42.82699)      14  2.914356  1.197283       0
6343      6343  POINT (70.55159 13.95641)      14  2.914356  1.197283       0
23616    23616  POINT (51.41681 42.44680)      14  2.914356  1.197283       0
120263  120263  POINT (50.34890 29.15481)      14  2.914356  1.197283       0
71934    71934  POINT (61.14050 30.61884)      14  2.914356  1.197283       0

[983 rows x 6 columns]","[68.0, 37.0, 29.0, 42.0, 40.0, 40.0, 45.0, 50.0, 36.0, 48.0, 34.0, 47.0, 33.0, 31.0, 31.0, 39.0]",0.2222222222222222,0.07111111111111111
538,15,15,0.9,150000,15,proportional,100,"             0                   geometry  comuna    values   sigma_i  region
62925    62925  POINT (95.72283 40.27389)       0 -1.035581  1.428675       5
110334  110334  POINT (87.19534 10.68356)       0 -1.035581  1.428675       5
9561      9561  POINT (96.76713 35.75516)       0 -1.035581  1.428675       5
141779  141779  POINT (83.83989 10.08155)       0 -1.035581  1.428675       5
135130  135130  POINT (70.97133 44.37293)       0 -1.035581  1.428675       5
...        ...                        ...     ...       ...       ...     ...
493        493  POINT (64.89813 12.82859)      14 -3.503972  1.445340       0
63798    63798  POINT (67.35925 20.51925)      14 -3.503972  1.445340       0
25735    25735  POINT (42.75421 29.73475)      14 -3.503972  1.445340       0
93669    93669  POINT (63.19256 47.05511)      14 -3.503972  1.445340       0
74898    74898  POINT (54.99703 41.41866)      14 -3.503972  1.445340       0

[948 rows x 6 columns]","[102.0, 106.0, 124.0, 74.0, 67.0, 81.0, 67.0]",0.4444444444444444,0.03111111111111111
539,15,15,0.9,150000,15,proportional,150,"             0                    geometry  comuna    values   sigma_i  region
115701  115701   POINT (75.48537 43.60406)       0  0.840335  2.161384       0
66418    66418   POINT (81.58346 19.56577)       0  0.840335  2.161384       0
44257    44257   POINT (92.78668 44.83739)       0  0.840335  2.161384       0
109464  109464  POINT (101.63170 35.70262)       0  0.840335  2.161384       0
119691  119691   POINT (78.37656 51.73611)       0  0.840335  2.161384       0
...        ...                         ...     ...       ...       ...     ...
18976    18976   POINT (48.14853 31.92812)      14  1.802558  1.423896       1
132572  132572   POINT (62.03851 16.39692)      14  1.802558  1.423896       1
72234    72234   POINT (48.40712 30.59329)      14  1.802558  1.423896       1
10095    10095   POINT (73.84729 16.67243)      14  1.802558  1.423896       1
7118      7118   POINT (66.14796 26.30676)      14  1.802558  1.423896       1

[884 rows x 6 columns]","[151.0, 113.0, 194.0, 124.0]",0.6666666666666666,0.017777777777777778
540,20,20,-0.9,50000,5,neyman,25,"           0                geometry  comuna    values   sigma_i  region
43397  43397  POINT (87.848 196.108)       0 -0.664618  1.708571       1
7103    7103   POINT (2.986 162.995)       0 -0.664618  1.708571       1
46456  46456   POINT (6.310 194.696)       0 -0.664618  1.708571       1
42481  42481  POINT (37.316 167.132)       0 -0.664618  1.708571       1
4050    4050  POINT (63.933 147.249)       0 -0.664618  1.708571       1
...      ...                     ...     ...       ...       ...     ...
46104  46104   POINT (52.455 88.186)       4 -2.911668  2.512835      31
27900  27900   POINT (36.938 83.468)       4 -2.911668  2.512835      31
34940  34940   POINT (19.383 94.228)       4 -2.911668  2.512835      31
16734  16734   POINT (48.132 47.839)       4 -2.911668  2.512835      31
21573  21573   POINT (22.305 50.914)       4 -2.911668  2.512835      31

[2836 rows x 6 columns]","[20.0, 13.0, 13.0, 17.0, 33.0, 16.0, 12.0, 13.0, 17.0, 28.0, 17.0, 13.0, 17.0, 14.0, 20.0, 13.0, 20.0, 15.0, 35.0, 20.0, 19.0, 13.0, 16.0, 20.0, 19.0, 14.0, 12.0, 16.0, 20.0, 13.0, 17.0, 28.0, 14.0, 25.0, 14.0, 21.0, 17.0, 20.0, 24.0, 21.0, 18.0, 14.0, 26.0, 24.0, 37.0, 21.0, 12.0, 26.0, 16.0, 24.0, 13.0, 19.0, 16.0, 24.0, 19.0, 20.0, 12.0, 22.0, 19.0, 17.0, 26.0, 19.0, 22.0, 15.0, 18.0, 13.0, 16.0, 20.0, 15.0, 16.0, 13.0, 17.0, 13.0, 14.0, 25.0, 20.0, 22.0, 22.0, 14.0, 14.0, 17.0, 16.0]",0.0625,0.205
541,20,20,-0.9,50000,5,neyman,30,"           0                geometry  comuna   values   sigma_i  region
27502  27502  POINT (67.192 185.295)       0 -1.68791  1.608716      28
28812  28812  POINT (58.945 124.807)       0 -1.68791  1.608716      28
42601  42601  POINT (71.102 196.029)       0 -1.68791  1.608716      28
19377  19377  POINT (74.592 196.356)       0 -1.68791  1.608716      28
1766    1766  POINT (38.768 183.604)       0 -1.68791  1.608716      28
...      ...                     ...     ...      ...       ...     ...
33984  33984   POINT (42.685 88.665)       4  0.45633  1.532788      44
14206  14206   POINT (3.098 113.430)       4  0.45633  1.532788      44
40331  40331    POINT (4.986 36.190)       4  0.45633  1.532788      44
1615    1615   POINT (42.057 10.429)       4  0.45633  1.532788      44
35339  35339   POINT (21.830 72.529)       4  0.45633  1.532788      44

[2115 rows x 6 columns]","[24.0, 17.0, 20.0, 19.0, 27.0, 29.0, 21.0, 23.0, 24.0, 18.0, 21.0, 22.0, 27.0, 22.0, 21.0, 26.0, 19.0, 25.0, 20.0, 31.0, 25.0, 15.0, 17.0, 21.0, 18.0, 15.0, 21.0, 15.0, 17.0, 20.0, 16.0, 21.0, 24.0, 22.0, 18.0, 20.0, 17.0, 17.0, 18.0, 20.0, 23.0, 18.0, 19.0, 20.0, 26.0, 17.0, 15.0, 18.0, 23.0, 15.0, 15.0, 18.0, 16.0, 18.0, 17.0]",0.075,0.1375
542,20,20,-0.9,50000,5,neyman,50,"           0                geometry  comuna    values   sigma_i  region
18049  18049  POINT (71.106 177.474)       0  4.127228  2.021547      44
33097  33097  POINT (46.454 125.074)       0  4.127228  2.021547      44
2611    2611   POINT (1.809 207.947)       0  4.127228  2.021547      44
17606  17606  POINT (74.069 138.433)       0  4.127228  2.021547      44
26947  26947  POINT (56.907 145.576)       0  4.127228  2.021547      44
...      ...                     ...     ...       ...       ...     ...
11564  11564   POINT (57.364 15.169)       4  4.861715  2.416958      31
37975  37975   POINT (21.071 31.446)       4  4.861715  2.416958      31
28619  28619   POINT (37.838 54.924)       4  4.861715  2.416958      31
41256  41256  POINT (13.939 117.303)       4  4.861715  2.416958      31
18861  18861   POINT (40.939 18.395)       4  4.861715  2.416958      31

[3312 rows x 6 columns]","[28.0, 40.0, 54.0, 57.0, 31.0, 29.0, 35.0, 39.0, 28.0, 35.0, 41.0, 37.0, 35.0, 38.0, 37.0, 29.0, 34.0, 47.0, 36.0, 63.0, 37.0, 31.0, 33.0, 26.0, 28.0, 46.0, 40.0, 35.0, 28.0, 24.0, 50.0, 48.0, 64.0, 27.0, 30.0, 26.0, 33.0, 30.0, 28.0, 29.0, 26.0, 34.0, 28.0, 29.0, 27.0, 31.0, 30.0, 27.0, 25.0, 26.0]",0.125,0.125
543,20,20,-0.9,50000,5,neyman,100,"           0                geometry  comuna    values   sigma_i  region
39497  39497   POINT (4.291 174.287)       0 -3.421617  2.795494      28
4960    4960  POINT (46.293 207.295)       0 -3.421617  2.795494      28
46291  46291  POINT (26.695 194.760)       0 -3.421617  2.795494      28
34821  34821  POINT (71.671 144.541)       0 -3.421617  2.795494      28
39618  39618  POINT (61.416 191.015)       0 -3.421617  2.795494      28
...      ...                     ...     ...       ...       ...     ...
23619  23619   POINT (21.194 86.078)       4 -1.470793  2.066032       0
14473  14473   POINT (41.500 90.604)       4 -1.470793  2.066032       0
12880  12880   POINT (42.702 68.526)       4 -1.470793  2.066032       0
9951    9951   POINT (34.177 94.599)       4 -1.470793  2.066032       0
49321  49321   POINT (63.663 20.019)       4 -1.470793  2.066032       0

[3547 rows x 6 columns]","[70.0, 72.0, 56.0, 59.0, 48.0, 55.0, 66.0, 62.0, 48.0, 50.0, 61.0, 54.0, 72.0, 69.0, 61.0, 66.0, 48.0, 60.0, 65.0, 49.0, 68.0, 55.0, 103.0, 117.0, 85.0, 76.0, 63.0, 91.0, 71.0]",0.25,0.0725
544,20,20,-0.9,50000,5,neyman,150,"           0                geometry  comuna    values   sigma_i  region
24986  24986  POINT (72.672 160.012)       0 -3.221374  1.757175       9
25324  25324  POINT (88.591 122.726)       0 -3.221374  1.757175       9
9923    9923  POINT (65.105 175.918)       0 -3.221374  1.757175       9
11918  11918  POINT (86.658 166.307)       0 -3.221374  1.757175       9
39230  39230  POINT (18.954 189.902)       0 -3.221374  1.757175       9
...      ...                     ...     ...       ...       ...     ...
40638  40638   POINT (12.497 84.006)       4  2.923666  1.766648       5
19986  19986    POINT (6.727 90.515)       4  2.923666  1.766648       5
40142  40142   POINT (22.182 57.257)       4  2.923666  1.766648       5
25527  25527   POINT (38.599 49.158)       4  2.923666  1.766648       5
23626  23626   POINT (37.809 72.635)       4  2.923666  1.766648       5

[2391 rows x 6 columns]","[108.0, 131.0, 107.0, 119.0, 114.0, 133.0, 75.0, 132.0, 122.0, 94.0, 103.0]",0.375,0.0275
545,20,20,-0.9,50000,5,proportional,25,"           0                geometry  comuna    values  sigma_i  region
30238  30238  POINT (42.558 148.091)       0 -1.859177  1.97328      11
48848  48848   POINT (3.035 204.390)       0 -1.859177  1.97328      11
8842    8842  POINT (62.268 205.477)       0 -1.859177  1.97328      11
3240    3240  POINT (16.830 128.064)       0 -1.859177  1.97328      11
1288    1288  POINT (14.521 203.495)       0 -1.859177  1.97328      11
...      ...                     ...     ...       ...      ...     ...
10583  10583   POINT (48.730 33.488)       4 -0.609342  1.66392      35
19602  19602   POINT (63.174 59.820)       4 -0.609342  1.66392      35
47011  47011   POINT (15.000 81.983)       4 -0.609342  1.66392      35
6892    6892   POINT (52.474 36.976)       4 -0.609342  1.66392      35
30791  30791   POINT (65.060 52.699)       4 -0.609342  1.66392      35

[1468 rows x 6 columns]","[19.0, 19.0, 27.0, 22.0, 23.0, 17.0, 18.0, 24.0, 21.0, 25.0, 19.0, 18.0, 19.0, 20.0, 18.0, 22.0, 20.0, 19.0, 14.0, 24.0, 18.0, 39.0, 23.0, 19.0, 18.0, 17.0, 15.0, 33.0, 14.0, 19.0, 26.0, 17.0, 24.0, 20.0, 21.0, 15.0, 18.0, 28.0, 19.0, 24.0, 20.0, 42.0, 17.0, 23.0, 18.0, 15.0, 20.0]",0.0625,0.1175
546,20,20,-0.9,50000,5,proportional,30,"           0                geometry  comuna    values   sigma_i  region
40644  40644  POINT (90.409 159.819)       0 -1.724250  2.285427      21
20742  20742  POINT (36.815 207.782)       0 -1.724250  2.285427      21
13863  13863  POINT (75.778 147.132)       0 -1.724250  2.285427      21
15100  15100  POINT (78.537 163.451)       0 -1.724250  2.285427      21
32443  32443  POINT (65.470 132.685)       0 -1.724250  2.285427      21
...      ...                     ...     ...       ...       ...     ...
17511  17511   POINT (9.413 102.169)       4  4.774153  2.300242       6
38331  38331    POINT (3.020 60.874)       4  4.774153  2.300242       6
40406  40406   POINT (65.060 18.210)       4  4.774153  2.300242       6
46738  46738   POINT (55.960 86.742)       4  4.774153  2.300242       6
38038  38038   POINT (31.932 56.884)       4  4.774153  2.300242       6

[1637 rows x 6 columns]","[38.0, 27.0, 29.0, 22.0, 24.0, 15.0, 35.0, 35.0, 19.0, 38.0, 19.0, 28.0, 28.0, 21.0, 23.0, 30.0, 27.0, 29.0, 22.0, 26.0, 25.0, 36.0, 35.0, 37.0, 19.0, 28.0, 25.0, 28.0, 26.0, 19.0, 36.0, 24.0, 17.0, 22.0, 19.0, 21.0, 17.0, 27.0, 31.0, 29.0, 21.0, 19.0]",0.075,0.105
547,20,20,-0.9,50000,5,proportional,50,"           0                geometry  comuna    values   sigma_i  region
37591  37591  POINT (23.406 208.460)       0  4.619772  3.091755      12
1166    1166  POINT (22.308 203.172)       0  4.619772  3.091755      12
645      645  POINT (54.046 156.415)       0  4.619772  3.091755      12
18420  18420  POINT (92.933 171.362)       0  4.619772  3.091755      12
43893  43893  POINT (55.458 142.144)       0  4.619772  3.091755      12
...      ...                     ...     ...       ...       ...     ...
22270  22270   POINT (53.247 11.829)       4 -0.183361  2.609614       5
32487  32487   POINT (34.930 50.755)       4 -0.183361  2.609614       5
27394  27394  POINT (23.033 102.553)       4 -0.183361  2.609614       5
10479  10479  POINT (27.346 105.974)       4 -0.183361  2.609614       5
39244  39244  POINT (10.975 118.101)       4 -0.183361  2.609614       5

[2053 rows x 6 columns]","[49.0, 80.0, 51.0, 49.0, 40.0, 49.0, 47.0, 67.0, 50.0, 27.0, 30.0, 33.0, 53.0, 28.0, 71.0, 39.0, 29.0, 27.0, 47.0, 43.0, 52.0, 37.0, 46.0, 51.0, 29.0, 24.0, 35.0, 37.0, 44.0, 29.0, 39.0]",0.125,0.0775
548,20,20,-0.9,50000,5,proportional,100,"           0                geometry  comuna    values   sigma_i  region
2975    2975  POINT (65.030 111.162)       0 -1.552376  2.594430       0
18892  18892  POINT (93.266 202.583)       0 -1.552376  2.594430       0
8115    8115  POINT (19.144 174.183)       0 -1.552376  2.594430       0
15524  15524  POINT (96.589 163.901)       0 -1.552376  2.594430       0
32816  32816  POINT (72.026 190.020)       0 -1.552376  2.594430       0
...      ...                     ...     ...       ...       ...     ...
1396    1396  POINT (20.991 106.971)       4  0.782739  2.212862      15
4622    4622   POINT (41.790 41.669)       4  0.782739  2.212862      15
25158  25158  POINT (31.275 100.761)       4  0.782739  2.212862      15
27914  27914   POINT (31.651 83.506)       4  0.782739  2.212862      15
218      218   POINT (68.321 61.338)       4  0.782739  2.212862      15

[1970 rows x 6 columns]","[124.0, 74.0, 82.0, 78.0, 96.0, 78.0, 101.0, 97.0, 65.0, 81.0, 80.0, 70.0, 102.0, 63.0, 67.0, 72.0]",0.25,0.04
